,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,cast_total_facebook_likes,actor_3_name,budget_x,actor_2_facebook_likes,movie_facebook_likes,before_premiere_trends,director,writer,producer,composer,cinematographer,main_actor_4,worldwide,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western,mpaa_G,mpaa_NC-17,mpaa_PG,mpaa_PG-13,mpaa_R
94,-0.03565018084458343,-0.23730263019109246,-0.354148176783605,651,-0.4569258296917175,510,-0.5356918240851266,180,3.459302916304831,-0.4264129463662943,-0.512893361390567,-0.34157377046406145,447,448,522,254,136,238,1.5486727972631031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
95,0.5644910544788075,-0.09069188312247226,0.7740433333995553,1051,0.2308859068808547,80,0.7485994600332363,338,1.9823769454820261,1.9750350386961175,3.0640704132327006,-0.22536861853407203,337,453,452,401,42,1259,2.513750123299244,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
96,2.9650559957723712,6.360482036658764,1.9789470466603178,78,0.07634462394813175,468,0.7088173764989689,778,1.8916230447253224,1.4497839483500083,12.49086036093777,0.23945198918588564,140,582,150,150,188,798,2.1105095582614815,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
97,1.914808833956437,6.360482036658764,8.80673475513797,1019,1.0035923215444693,420,2.7869915444516895,643,2.0526080886845977,4.2511230968625915,6.0076135194330975,0.9947854767308167,140,168,150,150,469,707,3.059793785317653,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
98,-0.18568548967543116,-0.15511631817931973,1.175677904486476,1051,0.6945097556790235,534,1.2883376438997327,637,-0.19957803251598244,1.9750350386961175,0.008747189075326236,-0.34157377046406145,684,630,606,40,158,646,0.39317800881650283,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
99,-0.18568548967543116,-0.15511631817931973,1.175677904486476,1051,0.6945097556790235,534,1.2883376438997327,637,-0.19957803251598244,1.9750350386961175,0.008747189075326236,-0.34157377046406145,684,630,606,40,158,646,0.39317800881650283,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
100,-0.18568548967543116,-0.15511631817931973,1.175677904486476,1051,0.6945097556790235,534,1.2883376438997327,637,-0.19957803251598244,1.9750350386961175,0.008747189075326236,-0.34157377046406145,684,630,606,40,158,646,0.39317800881650283,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
101,2.8150206869415233,6.059433274710878,-0.06175820903232671,453,0.07634462394813175,79,-0.051439177779582006,660,1.980933491455046,-0.3010530194703562,0.34408754294625754,0.18134941322089093,185,322,129,17,87,666,0.8535817017247912,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
102,1.114620520191916,0.009858403368121469,-0.02922580877428613,719,1.261161126432341,317,1.5251876064995389,932,1.9876980601365661,1.7999513419140811,1.499148761835021,-0.10916346660408262,543,66,295,159,229,711,0.8320154949980676,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
103,1.3646793682433287,-0.10965795512518904,5.192023615355684,821,1.261161126432341,317,2.7982980313509027,646,1.7411368997879095,3.375704612952409,0.902988132731143,-0.34157377046406145,263,860,615,172,219,1251,1.9722895743705788,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
104,-0.03565018084458343,-0.19455370599449273,-0.2822555885590462,787,0.12785838492570606,512,-0.04913600452233495,1034,1.8553666031264415,-0.40295173099750137,-0.10303292888165087,-0.34157377046406145,436,663,356,399,54,1171,0.23393195295437866,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
105,-0.5857796465576918,-0.18762958446969136,-0.1489129109581885,736,3.9913904582437794,334,3.2619058700960326,49,2.326168580380346,-0.12596932268831976,-0.512893361390567,-0.22536861853407203,857,717,590,226,233,659,0.15181169166734368,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
106,0.16439689759654688,-0.2526561170504346,3.9871199020949213,24,1.5702436922977867,351,2.7740518983337017,72,1.856751289671752,3.9009557032985183,0.6049078181792041,-0.34157377046406145,332,677,786,92,436,86,0.45953098092616745,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
107,-0.8358384946091046,-0.24753828809732056,-0.1529292566690577,352,-0.33576546387246275,371,-0.4127442480255384,1063,2.255631940347877,-0.33694517731067364,-0.512893361390567,0.7042725969058432,127,495,60,176,478,92,3.2243859121659058,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
108,0.6645145936993726,-0.26259072619471485,-0.17060117779688222,164,-0.33576546387246275,186,-0.37924354610194483,1068,1.6826332326177724,-0.3507767893564545,2.803250137999754,0.4718622930458644,234,140,765,325,420,335,1.0261042039625183,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
109,0.8145499025302204,-0.1933495109467012,0.3724087623126346,344,0.7460235166565978,276,1.0180707311311419,817,1.652249631661853,1.2747002515679717,2.5424298627668076,0.762375172870838,9,650,184,240,261,512,1.0699686798543562,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
110,0.16439689759654688,-0.21743341190253201,-0.4071639401670786,930,-0.4629529397260937,90,-0.577777080876641,732,1.9539873459055193,-0.4617798531162656,-0.10303292888165087,-0.34157377046406145,547,166,35,95,102,1240,1.155342948837488,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
111,3.71523253992661,-0.26259072619471485,-0.15333089124014465,434,-0.33576546387246275,314,-0.383598637352012,783,2.226083021916958,-0.3078812836448556,-0.512893361390567,-0.34157377046406145,548,882,560,150,232,1246,1.7343443122591673,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
112,1.7147617555153067,-0.26259072619471485,-0.19751069405970592,723,-0.4562046370380315,688,-0.5120738292289932,700,2.0457014640607656,-0.3712615818799528,-0.21481304683862798,4.3647348827005095,548,933,307,370,321,1212,2.7171281653975186,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
116,-0.3857325681165615,-0.10243278483843979,-0.03766013476711147,190,0.02483086297055744,681,0.2940786866848809,361,1.980933491455046,1.0996165547859353,-0.512893361390567,1.343400932520785,636,1097,5,205,452,511,2.260983041212627,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
117,-0.2857090288959963,-0.10965795512518904,-0.2067482891947051,44,0.02483086297055744,681,-0.06220127827253643,1258,2.0457014640607656,-0.3010530194703562,-0.10303292888165087,4.887658066385462,263,717,5,172,26,1083,2.108856322497378,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
118,0.264420436817112,3.6510431791277953,-0.19469925206209748,214,1.5702436922977867,351,1.812498001371758,308,2.1793463542222846,2.3252024322601903,-0.512893361390567,2.0987344200657163,802,907,99,92,361,473,1.6670476933410108,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
119,0.06437335837598172,-0.0629953970232668,-0.04770099904428449,511,-0.43879298582761134,298,-0.41027357125867336,145,2.0457014640607656,-0.3010530194703562,-0.14029296820064324,0.9947854767308167,85,94,102,277,382,482,2.2963592579003964,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120,0.9145734417507856,6.360482036658764,3.9871199020949213,624,0.6945097556790235,126,1.8842732552430572,892,2.1793463542222846,1.9750350386961175,0.0460072283943186,4.306632306735515,140,90,466,172,469,766,1.1489849947791018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
121,-1.035885573050235,-0.25205401952653883,-0.2557477068673094,433,-0.43879298582761134,63,-0.4722079939399169,188,1.980933491455046,-0.3271404902908796,-0.512893361390567,-0.34157377046406145,250,327,597,157,478,509,2.1385566758259476,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
122,-0.23569725928571375,-0.20569251018656448,-0.02922580877428613,836,2.0338675410959555,572,1.6531602878476663,1141,1.91749767107726,0.04911437409371667,-0.4383732827525822,-0.34157377046406145,751,917,559,9,232,465,1.1833673980975803,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
123,0.46446751525824237,-0.21713236314058412,0.3724087623126346,892,0.5399684727463006,266,1.0675261423458469,339,1.91749767107726,2.3252024322601903,-0.512893361390567,0.4137597170808698,281,232,304,155,139,293,0.9953898488768409,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
125,-0.3857325681165615,-0.24181836162031073,-0.2340594400286157,704,-0.43879298582761134,358,-0.5016467357552747,761,1.6765362999319344,-0.38456794283538753,1.6481889191109904,0.35565714111587504,120,497,646,228,478,656,4.7770298437694345,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
126,1.4146911378536113,-0.26259072619471485,-0.41881134272859927,256,-0.47825252673643326,624,-0.5874085326796742,473,2.318663267167148,-0.4414701442895494,-0.512893361390567,-0.34157377046406145,494,676,378,114,50,480,3.1890773513359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
127,0.11438512798626431,-0.1933495109467012,4.388754473181843,757,0.8490510386117465,123,1.8945328452071577,79,2.0471752306223125,3.0255372193883363,1.8344891157059522,-0.10916346660408262,9,164,442,54,261,1138,2.029494609178018,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
129,1.814785294735872,0.339506797701056,-0.31277981596165216,94,0.282399667858429,656,0.09994211903765632,87,1.91749767107726,-0.3456993621497755,-0.512893361390567,0.0651442612909015,714,250,386,150,407,1138,1.525232236320353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
130,0.264420436817112,-0.26259072619471485,4.388754473181843,757,0.8490510386117465,123,1.9052530698227077,79,1.7945134513626615,3.0255372193883363,1.8344891157059522,1.8082215402407427,475,66,452,311,184,1197,1.2675229849437881,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131,-0.6858031857782569,-0.2448288492397896,-0.15011781467144927,297,0.3854271898135776,119,0.22804042801799712,529,1.980933491455046,-0.34324819039482696,-0.512893361390567,-0.22536861853407203,104,200,152,205,410,831,0.7298146674710251,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
132,-1.0858973426605176,-0.2589781410513402,-0.3577628879233873,825,-0.4527017012915564,382,-0.5169314310079143,921,1.91749767107726,-0.3698609123056965,-0.512893361390567,0.12324683725589622,319,185,356,399,54,133,0.6186911164059653,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
133,-0.5357678769474092,-0.12019466179336503,-0.22923982517557265,328,0.2308859068808547,425,0.06794894870062448,755,1.7349119315156691,-0.3190866402389059,0.19504738567028806,-0.28347119449906677,445,203,72,177,42,1011,0.5759726136081588,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
134,0.16439689759654688,3.6510431791277953,5.995292757529525,196,1.5702436922977867,351,2.775852561062095,237,0.788856060928479,2.5002861290422267,2.5424298627668076,0.23945198918588564,802,981,145,92,63,473,0.3270247491359736,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
136,0.46446751525824237,-0.14397751398724798,-0.3657955793451257,943,0.12785838492570606,46,-0.06241065765955889,88,1.8553666031264415,-0.3903457048291948,-0.512893361390567,0.23945198918588564,387,47,735,92,418,1126,-0.11317444258619094,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
137,-0.9358620338296698,-0.24512989800173748,-0.09911022414341034,793,-0.3872792248500371,467,-0.33439448140173395,1027,2.0457014640607656,-0.32696540659409756,-0.512893361390567,0.35565714111587504,752,504,358,346,478,970,0.6804385060018907,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
138,-0.9858738034399523,-0.23549633761940514,-0.4248358612949031,387,0.07634462394813175,39,0.270251312441725,869,1.7945134513626615,1.2747002515679717,0.23230742498928045,0.9366829007658221,368,574,556,205,91,343,2.2418683152078467,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
139,-0.3357207985062789,-0.26259072619471485,-0.2918948182651323,775,-0.43879298582761134,608,-0.49013086946903944,4,1.8553666031264415,-0.3437734414851731,0.1577873463512957,0.6461700209408485,512,691,261,172,26,326,0.7140811067823473,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
140,0.7145263633096552,3.9520919410756807,-0.03766013476711147,1017,0.6429959947014492,542,0.8482221723785226,361,2.1118295640912055,1.2747002515679717,-0.512893361390567,0.0651442612909015,328,26,795,277,93,990,1.2350448125447377,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
141,1.0646087505816333,-0.02897688692315575,-0.32804192966295515,437,0.3854271898135776,108,0.15253822105769818,812,1.6765362999319344,-0.37966559932549054,0.7166879361361812,-0.34157377046406145,712,462,705,151,30,539,0.13126235219869223,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
142,-1.0858973426605176,-0.2550645071460177,-0.2569526105805702,251,-0.4428625729448397,202,-0.4987154243369603,1193,1.7945134513626615,-0.37773967866088815,-0.512893361390567,-0.34157377046406145,753,998,761,205,391,365,-0.5792217152918182,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
144,0.06437335837598172,-0.12531249074647907,-0.2726163588529601,168,0.5399684727463006,266,0.2860803941006229,929,1.5633623635357965,-0.38019085041583667,0.3813475822652499,0.5299648690108592,390,470,291,205,229,1057,-0.22385670244389885,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
145,0.06437335837598172,-0.12531249074647907,-0.2726163588529601,168,0.5399684727463006,266,0.2860803941006229,929,1.5633623635357965,-0.38019085041583667,0.3813475822652499,0.5299648690108592,390,470,291,205,229,1057,-0.22385670244389885,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
146,0.06437335837598172,-0.12531249074647907,-0.2726163588529601,168,0.5399684727463006,266,0.2865410287520723,929,1.5633623635357965,-0.37826492975123427,0.3813475822652499,-0.34157377046406145,390,470,291,205,229,1057,-0.22385670244389885,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
147,-0.8858502642193873,-0.24753828809732056,-0.22321530660926886,1072,-0.33576546387246275,664,-0.36647140349357477,671,1.5286074416985078,-0.3010530194703562,-0.10303292888165087,-0.34157377046406145,688,481,214,92,478,761,0.4105898276679354,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
148,4.315373775250001,-0.18762958446969136,-0.09188080186384577,794,0.07634462394813175,79,0.14165049293253026,662,2.806870443144786,0.3992817676577895,-0.512893361390567,2.2730421479607004,857,419,830,169,397,669,1.834811885110605,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
149,-0.8358384946091046,-0.25205401952653883,-0.2557477068673094,682,-0.44646853621326993,284,-0.5074256068370946,188,1.6403063444569503,-0.34132226973022456,0.12052730703230334,-0.34157377046406145,250,317,597,150,478,313,2.538479546799855,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
151,0.3144322064273946,-0.209606144091887,-0.3015340479712184,552,-0.44997147195974496,197,-0.5219565362964533,1268,1.404044341331405,-0.4113557484430391,1.7972290763869598,1.8082215402407427,621,623,32,383,384,760,0.17415990010139568,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
152,0.3144322064273946,-0.209606144091887,-0.3015340479712184,552,-0.44997147195974496,197,-0.5219565362964533,1268,1.404044341331405,-0.4113557484430391,1.7972290763869598,1.8082215402407427,621,623,32,383,384,760,0.17415990010139568,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
153,-1.0858973426605176,-0.20599355894851237,-0.09911022414341034,884,0.02483086297055744,681,0.010955879553110967,1027,2.157604948708907,0.04911437409371667,-0.4383732827525822,-0.34157377046406145,59,686,472,92,179,737,1.6609418952499544,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
154,0.264420436817112,-0.26259072619471485,-0.04368465333341528,81,0.4369409507911519,573,0.7102830322081262,1099,2.0457014640607656,1.6248676451320447,-0.40111324343358984,4.190427154805525,701,809,316,9,391,1047,0.20517020136673791,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
155,-0.7358149553885395,-0.2610854823849754,-0.042479749620154515,70,0.7460235166565978,276,0.9017395437014633,1244,1.421456147036803,1.4497839483500083,0.3813475822652499,0.12324683725589622,15,574,556,150,478,77,1.3594192396510125,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
156,1.1646322898021984,-0.0629953970232668,-0.15373252581123156,479,0.02483086297055744,655,0.3017838481273074,858,1.6979211469757096,1.2747002515679717,0.7912080147741659,-0.34157377046406145,85,119,312,277,386,980,2.372557129393251,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
157,-0.6357914161679744,-0.24693619057342478,-0.3661972139162126,549,0.5399684727463006,266,0.254757237802063,708,1.6403063444569503,-0.4209853517660511,0.4186076215842423,-0.34157377046406145,646,253,603,17,478,221,0.5979003523928604,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
158,-0.9858738034399523,-0.2556666046699135,-0.33727952479795437,853,-0.44100807754964705,347,-0.5261441240369025,306,1.0851456760662226,-0.3798406830222726,-0.4383732827525822,0.12324683725589622,211,603,366,383,214,1028,0.2882391707649602,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
159,2.2148794516181325,-0.14819219665451838,-0.2521329957275271,1025,0.02483086297055744,655,-0.1095628956170168,192,2.090535337339612,-0.30875670212876577,-0.512893361390567,-0.34157377046406145,241,546,795,150,235,1242,1.6617083680526212,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
162,0.864561672140503,3.9520919410756807,-0.036856865624937625,618,0.8490510386117465,123,1.035281716744388,158,1.91749767107726,1.6248676451320447,0.19504738567028806,2.621657603750669,328,933,312,277,93,755,1.05462127586155,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
163,0.5644910544788075,-0.26259072619471485,1.175677904486476,441,0.7460235166565978,276,1.0855327696297783,715,2.1343130870735156,1.4497839483500083,-0.3265931647956051,-0.34157377046406145,728,1008,307,92,136,521,3.7235362313024902,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
164,-0.3857325681165615,-0.18582329189800406,-0.048102633615371405,298,0.4369409507911519,242,0.3692040107485394,44,1.5286074416985078,0.04911437409371667,1.201068447283082,0.4718622930458644,209,268,95,205,175,265,1.8738512104919771,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
165,0.8145499025302204,-0.17378134142008864,-0.3167961616725214,342,0.4369409507911519,242,0.21807396919572805,164,1.3343971185098131,-0.31260854345797057,0.3813475822652499,-0.34157377046406145,17,735,72,254,350,200,-0.14431920322258082,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
166,0.5644910544788075,-0.15511631817931973,-0.16859300494144763,500,-0.44806546280357473,589,-0.4964960028345222,1017,1.8510861507754657,-0.3395714327624042,-0.512893361390567,-0.16726604256907732,684,1098,594,40,126,1088,-0.3515303967381369,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
167,5.26559739784537,-0.26259072619471485,-0.26498530200230863,121,-0.4395141784812974,462,-0.5038242813803083,1134,1.5147305575675054,-0.3456993621497755,0.1577873463512957,2.2149395719957057,862,247,474,401,268,810,0.11435281183151814,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
168,1.4146911378536113,-0.26259072619471485,-0.3272386605207813,848,-0.44806546280357473,391,-0.5338074096019245,189,2.02209695839135,-0.4236116072177817,-0.512893361390567,-0.34157377046406145,40,1008,63,92,166,659,0.5484727904928233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
169,0.6145028240890901,-0.19967153494760678,-0.0557336904660229,315,0.3854271898135776,108,0.7284990388790802,375,1.3058973692415563,1.6248676451320447,1.0520282900071125,-0.34157377046406145,434,890,498,159,423,179,0.867259825583361,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
171,-0.18568548967543116,-0.2607844336230275,-0.26137059086252634,742,0.12785838492570606,625,0.018996048014773417,556,2.1547400497277533,-0.12596932268831976,-0.512893361390567,-0.34157377046406145,317,418,428,124,323,1226,-0.2839741131036637,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
172,0.7145263633096552,-0.14397751398724798,0.3724087623126346,300,0.07634462394813175,122,0.2177389621764921,465,1.6013288425887575,0.04911437409371667,1.201068447283082,-0.34157377046406145,387,166,452,9,418,470,0.9128624429258199,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
173,1.4146911378536113,-0.0795530789304005,-0.36338577191860416,613,-0.45872881132593263,290,-0.5593098189412601,314,2.318663267167148,-0.44602232040588236,-0.512893361390567,-0.34157377046406145,649,836,721,164,404,519,0.36946227454669034,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
174,0.264420436817112,-0.14638590408283106,4.388754473181843,594,0.5914822337238749,570,1.8683185459519458,1165,1.1672784091633552,2.5002861290422267,1.909009194343937,-0.34157377046406145,70,750,832,66,181,983,2.9037908717889027,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
175,0.264420436817112,-0.14638590408283106,4.388754473181843,594,0.5914822337238749,570,1.8683185459519458,1165,1.1672784091633552,2.5002861290422267,1.909009194343937,-0.34157377046406145,70,750,832,66,181,983,2.9037908717889027,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
176,1.2646558290227636,-0.18582329189800406,-0.07661868816254278,818,-0.33576546387246275,664,-0.3664295276161703,1254,1.980933491455046,-0.3010530194703562,-0.512893361390567,0.9366829007658221,509,1136,63,84,350,1245,0.5131307487599025,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
178,2.3149029908386978,-0.26259072619471485,-0.13646223925449397,1019,1.0035923215444693,420,1.781677355602052,771,1.2967005591576266,4.2511230968625915,6.566514109217983,0.12324683725589622,13,712,759,19,151,334,1.4526561388726242,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
